Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall
87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,61,2562,1924,1891,4
33039,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,42,2452,66,54,0
81741,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,40,2537,1534,1496,0
71499,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,49,2528,758,721,0
62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,50,2324,806,723,0
48799,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,57,2395,307,283,0
52157,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,70,2181,225,185,0
66565,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,58,2730,1023,981,0
29298,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,69,2454,10,9,0
47691,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,41,2518,17,13,0
38200,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,50,2728,16,15,0
44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,46,2814,263,157,0
38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,52,2312,37,36,0
38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,42,2448,153,129,0
64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,50,2491,259,239,0
36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,39,2429,62,62,0
61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,43,2673,1206,1182,3
51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,52,2248,152,122,0
13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,50,2469,42,35,0
47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,54,2445,67,59,0
54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,64,2514,223,219,0
45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,46,2755,213,211,1
40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,69,2627,345,246,0
47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,53,2411,37,27,0
27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,69,2599,91,39,0
39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,37,2246,53,51,0
26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,49,2231,54,45,0
79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,65,2803,1643,1419,3
61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,59,2447,600,589,0
53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,65,2202,443,413,1
24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,61,2472,33,11,0
39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,36,2784,64,47,0
92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,45,2723,2066,2046,2
69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,55,2390,1313,1148,0
33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,43,2309,33,17,0
59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,48,2450,382,382,0
17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,45,2442,39,9,0
23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,51,2770,54,41,0
42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,51,2412,28,26,0
26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,42,2549,48,33,0
31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,39,2840,75,71,0
30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,59,2652,38,34,0
62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,60,2826,720,621,0
72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,65,2444,1097,1043,0
61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,72,2726,545,496,0
49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,54,2678,115,101,0
21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,34,2706,149,85,0
42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,47,2297,63,59,0
26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,64,2634,27,26,0
30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,45,2770,34,23,0
81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,55,2212,1171,1149,1
26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,51,2473,228,188,0
45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,76,2505,256,246,0
18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,47,2724,22,7,0
22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,53,2403,35,33,0
48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,51,2756,841,800,0
45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,46,2497,349,325,0
35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,55,2578,32,29,0
54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,42,2627,32,22,0
30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,60,2840,300,274,0
54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,59,2512,389,374,0
31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,49,2509,63,31,0
72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,71,2270,904,869,2
36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,42,2342,31,29,0
72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,65,2550,874,767,1
13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,44,2684,30,24,0
84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,45,2550,1047,857,0
70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,60,2805,1808,1791,0
34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,43,2820,95,87,0
28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,43,2717,188,185,0
69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,50,2381,1556,1526,0
65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,62,2175,909,855,0
62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,50,2324,806,723,0
32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,60,2293,63,33,1
83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,47,2596,1508,1429,0
46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,58,2270,15,14,0
84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,68,2549,1212,1049,0
56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,58,2696,345,297,0
63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,70,2798,1408,1339,0
73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,49,2394,1106,1033,1
63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,60,2791,846,687,0
76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,72,2206,1322,1296,0
62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,61,2705,1282,1257,0
45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,56,2577,342,198,1
77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,73,2635,2105,1958,2
46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,49,2474,224,213,0
105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,1,50,2683,1517,1310,2
55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,50,2357,216,197,0
78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,43,2196,1042,992,0
66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,62,2445,453,307,0
98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,60,2291,1970,1932,1
29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,35,2830,42,36,0
67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,46,2845,1163,1152,0
50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,70,2236,58,49,0
49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,65,2854,348,331,0
61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,67,2335,150,135,0
26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,62,2804,185,160,0
73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,73,2461,1024,953,0
46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,54,2410,147,71,1
56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,57,2728,592,587,0
19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,35,2386,16,10,0
58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,45,2345,913,762,0
25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,40,2819,63,52,0
14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,64,2703,24,22,0
18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,61,2707,41,22,0
45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,46,2568,17,14,0
21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,33,2436,44,29,0
29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,52,2575,32,30,0
54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,49,2393,180,162,0
59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,56,2494,1038,1028,0
59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,58,2392,491,408,0
66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,50,2814,888,747,0
77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,40,2354,611,552,0
52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,45,2734,952,914,0
26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,46,2197,10,9,0
81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,57,2766,1205,1169,1
70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,41,2337,485,394,0
36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,35,2537,154,136,1
65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,40,2347,658,652,0
68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,57,2413,774,620,0
68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,53,2827,1959,1844,0
41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,38,2498,422,377,0
38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,65,2407,216,175,0
65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,53,2351,1092,1038,0
66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,44,2638,611,533,0
86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,1,48,2814,2074,2034,0
77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,31,2203,1320,1294,2
69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,51,2431,977,910,0
50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,1,60,2792,489,485,1
61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,50,2467,858,759,0
42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,62,2511,190,110,0
13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,68,2398,19,9,0
47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,71,2555,90,59,0
61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,59,2497,120,114,0
34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,25,2254,19,15,0
26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,71,2606,55,53,0
45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,59,2397,607,578,0
78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,60,2240,970,936,1
78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,47,2444,700,666,0
71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,42,2268,591,568,0
71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,42,2297,1211,969,1
90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,32,2220,1605,1589,3
41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,52,2344,182,177,0
71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,34,2694,1350,1257,2
35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,50,2161,39,21,0
43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,69,2604,607,577,0
66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,72,2379,757,566,1
35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,49,2694,41,23,1
25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,34,2511,12,6,0
55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,55,2775,837,771,0
33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,45,2653,70,28,0
58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,67,2570,547,498,0
50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,38,2485,229,225,0
76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,45,2728,1364,1217,0
87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,60,2803,1072,992,1
25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,42,2662,43,38,0
58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,50,2614,1011,837,0
45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,62,2251,18,15,0
74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,55,2716,956,947,0
59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,66,2582,714,559,0
18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,36,2196,15,14,0
72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,55,2660,1698,1449,0
7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,44,2856,39,7,1
44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,54,2180,61,57,0
80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,65,2377,1332,1284,1
75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,44,2314,876,725,0
56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,55,2420,385,359,0
89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,29,2599,653,470,1
35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,71,2434,11,11,0
53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,67,2850,437,394,0
66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,42,2541,497,388,0
45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,72,2415,254,224,0
89694,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,47,2422,1430,1388,3
72025,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,1,71,2220,1677,1677,3
67432,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,47,2616,1165,995,0
70545,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,68,2185,313,292,0
17487,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,31,2627,12,6,0
62882,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,51,2848,1241,1144,0
64108,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,67,2622,1078,1057,0
34941,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,64,2639,73,49,0
48767,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,70,2338,53,43,0
38702,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,42,2491,69,29,0
82224,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,56,2314,862,822,1
83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,68,2572,1383,1192,1
17003,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,45,2361,31,24,0
71163,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,25,2271,916,872,0
33697,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,50,2446,17,6,1
63564,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,1,66,2310,1150,1085,1
83443,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,48,2339,1413,1329,0
51518,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,62,2428,445,441,0
58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,45,2345,913,762,0
80952,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,51,2645,1713,1669,3
75507,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,41,2217,1360,1280,0
63855,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,42,2664,917,828,0
62220,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,48,2846,1214,1202,0
58512,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,56,2442,1019,867,0
40662,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,41,2630,69,46,0
38829,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,61,2243,83,67,0
35523,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,39,2428,55,44,0
79146,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,53,2225,548,532,0
78285,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,32,2403,1387,1347,0
31626,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,42,2574,52,18,1
75127,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,68,2197,606,379,0
48726,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,65,2587,183,124,0
74985,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,43,2815,1783,1697,0
67430,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,33,2821,1243,1122,0
46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,55,2460,122,61,0
62058,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,64,2558,392,334,0
72063,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,41,2520,668,578,0
78939,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,69,2358,1302,1097,0
42720,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,55,2590,542,430,0
33622,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,48,2601,69,57,0
6835,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,63,2727,125,113,0
41452,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,67,2639,16,16,0
40760,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,55,2462,87,81,0
74250,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,62,2313,1158,1158,0
51124,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,65,2352,39,35,0
72258,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,49,2449,1391,1257,0
71466,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,46,2244,1230,1230,0
36283,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,44,2235,24,19,0
20587,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,50,2208,16,7,0
30467,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,48,2261,19,14,0
31590,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,48,2535,35,32,0
20425,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,34,2767,40,23,0
17144,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,60,2293,41,35,0
42564,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,52,2702,615,417,1
43783,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,42,2190,490,351,1
40780,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,44,2818,343,309,0
62847,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,75,2689,1551,1490,0
82017,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,63,2758,706,683,3
16813,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,70,2504,37,24,1
51267,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,42,2402,258,246,0
46524,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,59,2609,125,73,0
45183,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,58,2684,303,291,1
70421,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,66,2160,732,697,0
60161,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,55,2773,894,717,0
73926,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,47,2643,1565,1550,0
19329,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,52,2356,55,50,0
61872,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,50,2357,557,541,0
46984,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,64,2619,33,25,0
34838,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,69,2685,123,76,0
82716,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,76,2395,1145,1123,0
48192,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,62,2608,1497,1468,3
49681,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,44,2396,437,416,0
56850,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,49,2257,63,63,0
55267,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,63,2410,360,315,0
59666,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,48,2623,894,761,1
72504,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,48,2608,1384,1290,0
26872,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,39,2415,40,8,0
21359,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,1,48,2594,38,28,0
73170,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,45,2188,694,662,0
52750,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,65,2669,791,722,0
91820,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,34,2377,1467,1437,0
65968,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,50,2207,491,487,0
30772,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,44,2268,16,12,0
22507,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,66,2741,502,434,0
65685,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,48,2251,712,655,0
25804,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,42,2460,43,31,0
76412,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,40,2579,1791,1774,2
22063,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,48,2484,44,33,0
57091,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,1,59,2173,540,503,1
22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,57,2596,120,78,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,61,2562,1924,1891,4
78353,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,61,2598,1542,1508,0
93404,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,66,2577,1601,1586,2
37859,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,58,2692,34,32,0
80995,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,62,2573,1426,1370,0
16529,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,36,2279,21,20,0
55412,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,44,2378,55,47,0
48789,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,28,2816,535,390,0
56575,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,53,2579,532,522,0
25130,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,40,2429,32,14,0
35441,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,53,2659,38,37,0
